"UMKM Name","Product","Asset Total (Rp. Juta)","Annual Sales (Rp. Juta)","Employees","Survey Conducted","","","","","",""
"Toko Kopiah Ikan Mas","Dagang Kopiah","3.5","46.5","2","2008","","","","","",""
"Basnah","Dagang Baju","16","181","1","2008","","","","","",""
"Athaillah","Dagang Pakaian Jadi","6","145","1","2008","","","","","",""
"Toko Kopiah Berlian","Dagang Kopiah","23","50","2","2008","","","","","",""
"Toko Kopiah Anshori","Dagang Kopiah","19","38","3","2008","","","","","",""
"-","Dagang Telur Asin dan Rengginan","181","0","3","2008","","","","","",""
"Kios Sayuran","Dagang Sayuran","7","43.8","1","2010","","","","","",""
"Kios Aksesoris","Jual Aksesoris","13.8","66","1","2010","","","","","",""
"Kios Peralatan Rumah Tangga","Jual Peralatan Rumah Tangga","19","54","1","2010","","","","","",""
"Toko Jilbab","Dagang Jilbab","80","411","2","2010","","","","","",""
"Dagang Ikan","Dagang Ikan","1.5","201","1","2010","","","","","",""
"Pedagang Sayur Keliling","Dagang Sayur","0.8","72","1","2010","","","","","",""
"Kios Sayuran","Dagang Sayuran","7.7","108","1","2010","","","","","",""
"Kios Cabe","Dagang Cabe","21","384","1","2010","","","","","",""
"Tempe Pak Waris","Dagang Tempe","31","132","4","2010","","","","","",""
"Warung Sembako Mahmud","Dagang Sembako","17","540","1","2010","","","","","",""
"Toko Pakaian Mb Nur","Jual Pakaian","21","225","1","2010","","","","","",""
"Steam Motor","Steam Motor","8","60","5","2010","","","","","",""
"Toko Sepatu Assalma","Jual Sepatu","49.75","180","1","2010","","","","","",""
"Warung Kelotongan","Dagang Kelontongan","27","114","1","2010","","","","","",""
"Arara Art","Assesoris Wanita","38.5","143.4","5","2008","","","","","",""
"Warung Bu Wahono","Dagang sembako","19.5","85.5","2","2008","","","","","",""
"WARUNG FIYA","Sembako","74.6","72","2","2011","","","","","",""
"JINGGA CELL","Pulsa Elektrik","102","1,200","2","2011","","","","","",""
"TOKO BUAH SARIF","BUAH2AN","7.5","324","2","2011","","","","","",""
"RTC- GRAMEDIA","Pulsa Elektrik","196","1,095","4","2011","","","","","",""
"Devi Cell","Konter HP","18","144","1","2010","","","","","",""
"Orient","Dagang Barang Kerajinan","252","680","4","2008","","","","","",""
"Arya Shop","Dagang Lukisan","92","180","2","2008","","","","","",""
"Wahyu Widhana","Dagang Patung","33","66","2","2008","","","","","",""
"Bambu Collection","Dagang Krey","16","96","2","2008","","","","","",""
"Rumpun Lontar","Dagang Barang Kerajinan","254","72","1","2008","","","","","",""
"Jati Lontar","Dagang Barang Kerajinan","197","30","3","2008","","","","","",""
"Rengki Ukir","Dagang Barang Kerajinan","73","99","5","2008","","","","","",""
"Bali Lumbung Seni","Dagang Barang Kerajinan","66","139","6","2008","","","","","",""
"Hello IV Cell","Dagang Asesoris HP","13","252","1","2008","","","","","",""
"Citra Art Shop","Dagang Barang Kerajinan","80","36","3","2008","","","","","",""
"Gunawan Art Shop","Dagang Barang Karajinan","90","44","1","2008","","","","","",""
"Asano Art And Craft","Dagang Barang Kerajinan","1,095","840","2","2008","","","","","",""
"Jella Boga","Dagang Makanan dan Minuman","8.5","120","1","2008","","","","","",""
"Adi""S","Dagang Bed Cover","82","23","1","2008","","","","","",""
"Widya Artshop","Dagang Barang Kerajinan","60","316","1","2008","","","","","",""
"Warung Sri","Dagang Kelontongan","45","144","1","2011","","","","","",""
"Indra Cell","Outlet Pulsa, Aksesoris Hp","47.5","425","2","2013","","","","","",""
"WR Nuri","WR Sembako","40.2","77","2","2013","","","","","",""
"Tokoh Bengkel Pakat Jaya","Tokoh Bengkel Pakat Jaya","91","52","2","2013","","","","","",""
"Bengkel ACR Indo Welding","Jasa Bengkel","41","83","3","2013","","","","","",""
"Depot Semangka","Jual Beli Buah Semangka","45.5","71","2","2013","","","","","",""
"Krakatau Steam","Steam","65.1","57.2","3","2013","","","","","",""
"Kios Burung Fatur","Kios Burung","9.8","61.5","2","2013","","","","","",""
"Nia Cell","Celluler","27.5","114","2","2013","","","","","",""
"Warung Abdullah","Warung Kelontong","13","25","1","2013","","","","","",""
"Warung Bu Nazar","Warung Makan","12","36","2","2013","","","","","",""
"Sumber Rejeki Antique","Dagang Pot","121.1","380","2","2008","","","","","",""
"KIOS KELONTONG","KELONTONG","8,800","1,400","1","2013","","","","","",""
"Yakob Dance Lakatua","Reparasi Sofa","186.5","54","1","2011","","","","","",""
"Kios Eby","Kios","36.5","37","5","2011","","","","","",""
"Joice Soselisa","Minyak Tanah","67.2","28","1","2011","","","","","",""
"Gloria","Kios Pulsa","102.8","89.2","1","2011","","","","","",""
"Bengkel Jacob","Jasa Reparasi","186.5","54","1","2011","","","","","",""
"Abadi Jaya","Dagang ATK dan jasa fotokopi","202","20","3","2008","","","","","",""
"Toko Buah Carnesi","Buah-buahan","27.5","450","4","2011","","","","","",""
"Catering Dan Rumah Makan NN","Catering","86","138","1","2011","","","","","",""
"BENGKEL MAKMUR JAYA","BENGKEL MOTOR","71","294","2","2012","","","","","",""
"RUMAH MAKAN SITTI","RUMAH MAKAN","28","600","3","2012","","","","","",""
"BENGKEL SHELL MARIA","BENGKEL LAS","385","420","11","2012","","","","","",""
"WARUNG MINUM","Warung Minum","20.6","72","1","2011","","","","","",""
"ANNA CELL","ASSESORIS+PULSA ELEKTRIK","25","78","1","2011","","","","","",""
"ALI BENGKEL","BENGKEL+assesoris Motor","19.4","162","1","2011","","","","","",""
"WARUNG WIDI","Sembako","40","126","1","2011","","","","","",""
"BENGKEL IYANK","BENGKEL & ASSESORIS MOTOR","10.7","62.4","1","2011","","","","","",""
"Sari Sedana","Dagang Umbul-Umbul","26","132","2","2008","","","","","",""
"Usaha Goreng Arwin","Dagang Gorengan","3.7","288","4","2008","","","","","",""
"Deo Ponsel","Dagang Voucher HP","24.5","180","2","2008","","","","","",""
"Helm Herman","Usaha Dagang Helm","118","93","1","2013","","","","","",""
"Santi Cell & Helm","Celuller","79.4","48","1","2013","","","","","",""
"Bengkel Motor Situmorang","Bengkel","31","21","3","2013","","","","","",""
"Warung Alwi","Warung Kelontong","35","33","1","2013","","","","","",""
"Sebastian Bengkel","Bengkel Motor","50","89","2","2013","","","","","",""
"Toko Idris","Toko Kelontong","132","256","2","2013","","","","","",""
"Warung Dan RM Tina","Warung Kelontong","23.5","63","2","2013","","","","","",""
"Warung Yuli","Warung Kelontong","16","34","1","2013","","","","","",""
"Warung Sisi","Warung Kelontong","85","48.4","2","2013","","","","","",""
"Bengkel Motor","Bengkel Motor","63","140","3","2013","","","","","",""
"Bengkel Mas No","Bengkel Mobil","46.5","32","1","2013","","","","","",""
"Batik Warna Alam","Batik Warna","72","48","1","2013","","","","","",""
"PEDAGANG JONI","JUAL BELI DEDAK","80,000,000","92,000,000","2","2013","","","","","",""
"YUSDATOKO","AGEN DEDAK","2,100","5,600","2","2013","","","","","",""
"NABIL","TOKO KELONTONG","365,000,000","52,000,000","4","2013","","","","","",""
"Kounter Pulsa (Meja 7 Cell)","Konter Pulsa","40","312","1","2010","","","","","",""
"Kios Buah","Dagang Buah","24","258","2","2010","","","","","",""
"Kios Aksesoris","Jual Aksesoris","8","54","1","2010","","","","","",""
"Warung Kelontongan","Dagang Kelontongan","9","108","1","2010","","","","","",""
"Warung Bu Adriyah","Warung Kelontongan","14","66","1","2011","","","","","",""
"Warung Pak Dasi","Warung Kelontong","64","116","2","2011","","","","","",""
"Gudang Pak Herwan","Jual Beli Coklat","38","90","1","2011","","","","","",""
"Warung Pak Mismanto","Kelontongan","74","90","2","2011","","","","","",""
"Warung Bu Lela","Warung Kelontong","86","188","2","2011","","","","","",""
"Warung Sayuran Uswatun","Warung Sayur","59","82","1","2011","","","","","",""
"Warung Yasin","Kelontongan","84","169","2","2011","","","","","",""
"Akil Cell","Jual Pulsa","84","320","2","2011","","","","","",""
"Warung Sela","Kelontongan","85","118","2","2011","","","","","",""
"Tengkulak Hasil Bumi","Jual Hasil Bumi","50","960","2","2011","","","","","",""
"Toko Kelontong Ersih","Toko Kelontong","148","855","2","2011","","","","","",""
"Toko Klontong Fitrah","Toko Klontong","283","381.6","2","2011","","","","","",""
"Toko Klontong Eny","Toko Klontong","162","240.2","2","2011","","","","","",""
"Toko Klontong Sukarno","Toko Klontong","777","231.01","2","2011","","","","","",""
"Toko Klontong Yanah","Toko Klontong","32.5","305.76","2","2011","","","","","",""
"Toko Klontong Siti","Toko Klontong","182.5","305.76","2","2011","","","","","",""
"Toko Klontong Rinda","Toko Klontong","246","218.4","2","2011","","","","","",""
"Toko Mainan Heni","Toko Mainan","282","312","2","2011","","","","","",""
"Toko Klontong Supriyanto","Toko Klontong","197","235.2","2","2011","","","","","",""
"Toko Makanan Yuliani","Toko Makanan Kecil","217.5","120","2","2011","","","","","",""
"Toko Klontong Wahid","Toko Klontong","232.5","324","2","2011","","","","","",""
"Toko Klontong Sanab","Toko Klontong","277","352.8","2","2011","","","","","",""
"Oxy","Isi Ulang Air Minum","52","34.2","2","2013","","","","","",""
"Toko Lina","Kelontong","71","475","3","2013","","","","","",""
"Warung Bu Tuti","Warung Kelontong","38","190","2","2013","","","","","",""
"RM Yoto","Rumah Makan","91","211.5","2","2013","","","","","",""
"BENGKEL LAS 99","BENGKEL LAS","175","430","6","2012","","","","","",""
"LAMONGAN JOK","PEMBUATAN JOK MOTOR","125","310","3","2012","","","","","",""
"Noor EffendiKios","Dagang Dagang Pancarekenan","4.85","12","1","2008","","","","","",""
"Toko Klontong H. Wirdjo","Kelontong","350","790.08","2","2011","","","","","",""
"CV. YUDISTIRA INDONESIA","PERDAGANGAN","480","259","1","2012","","","","","",""
"Sakya","Dagang Kayu, Ulin","110.6","12","2","2008","","","","","",""
"Noor Syamsu Kusuma","Dagang Kayu","957.5","12","1","2008","","","","","",""
"Berkat Bunda","Dagang Kayu, Ulin","190.75","12","1","2008","","","","","",""
"Maimunah","Rumah Makan","9.25","0","1","2008","","","","","",""
"Kios Wildan","Dagang Rokok","16.13","0","1","2008","","","","","",""
"H.M.Sayuti","Dagang Terbang / Gendang","22.6","0","1","2008","","","","","",""
"M. Amin","Dagang Terbang","1.55","0","1","2008","","","","","",""
"Darma","Dagang Buah","1.2","0","1","2008","","","","","",""
"Syamiah Gapuri","Dagang Buah","8.7","0","1","2008","","","","","",""
"Nafsiah Hajjah","Dagang Sayuran","11.1","0","1","2008","","","","","",""
"Suriansyah","Dagang Kembang","0.8","0","1","2008","","","","","",""
"Ernawati","Dagang Alat Pancing","9.3","0","1","2008","","","","","",""
"Warinah","Dagang Sayuran","1.05","0","1","2008","","","","","",""
"Kartini","Dagang Buah","0.85","0","1","2008","","","","","",""
"Husaini","Dagang Sayuran","7.8","0","1","2008","","","","","",""
"Djiyem","Dagang Sayuran","22.1","0","1","2008","","","","","",""
"Norhidayah","Dagang Sayuran","16.6","0","1","2008","","","","","",""
"Hj Masrupah","Dagang Buah","21.3","0","1","2008","","","","","",""
"Warung Lawar Penatih","Dagang Bakso","245","675","3","2008","","","","","",""
"Warung Lawar Bali","Dagang Pakaian","39.89","72","2","2008","","","","","",""
"Kios Alif Sel","Jual Sembako","67.45","540","1","2012","","","","","",""
"Kios Koko","Dagang Sembako","23","240","3","2011","","","","","",""
"Aan Jaya","Sembako","65","50","3","2011","","","","","",""
"Bengkel Las Mobil Naser","Bengkel","125","45","5","2011","","","","","",""
"Bhakti Utama","ATK Dan Foto Copy","473","100","3","2013","","","","","",""
"Toko Pengrajin Ibnu Rosyid","Dagang Terbang Dan Rebana","11.75","12","2","2008","","","","","",""
"Toko Barokah","Dagang Terbang, Rebana","21.5","12","2","2008","","","","","",""
"Kios Masrah","Dagang Sembako","10.8","12","2","2008","","","","","",""
"Kios Lia","Dagang Sembako","23.2","12","2","2008","","","","","",""
"Kios Syfa","Dagang Sembako Dan Pancarekenan","11.2","12","2","2008","","","","","",""
"Toko Iwan","Dagang Sembako Dan Pancarekenan","29.2","12","2","2008","","","","","",""
"Syifa Rizki","Dagang Lampu Dan Alat Elektronik","21","12","2","2008","","","","","",""
"Zakaria Phonecell","Dagang Voucher, Aksesoris Hp","14.5","12","2","2008","","","","","",""
"Warung Mumu","Dagang Makanan, Minuman Dan Rokok","13","12","3","2008","","","","","",""
"Warung Nisa","Dagang Makanan, Minuman Dan Rokok","12","12","3","2008","","","","","",""
"Warung Annisa","Dagang Makanan, Minuman Dan Rokok","9.5","12","2","2008","","","","","",""
"Kios Mashrofah","Dagang Sembako","10.5","12","2","2008","","","","","",""
"Neo Java","Dagang Voucher Dan Aksesoris Hp","16","12","1","2008","","","","","",""
"Kios Husna","Dagang Sembako, Dan Lain-Lain","45","12","2","2008","","","","","",""
"Kios Najar","Sembako","39","27","1","2013","","","","","",""
"Kios Sutiati","Sembako","49","68","1","2013","","","","","",""
"Kios Hadia","Sembako","53","55","1","2013","","","","","",""
"Rum Mara","Sembako","43","44","1","2013","","","","","",""
"Kios Sri Hartati","Sembako","44","68","1","2013","","","","","",""
"Toko Manisan Dan Es Teler","Jualan","9.16","45","0","2011","","","","","",""
"Alif Cell","Jual Pulsa Dan HP","9.35","43.2","0","2011","","","","","",""
"Warung Pak Sukar","Dagang Sembako","89.5","74","2","2011","","","","","",""
"Eni Collection","Pakaian Jadi","408","240","2","2011","","","","","",""
"UD. Jabal Nur","Toko Sembako","311","26.6","2","2011","","","","","",""
"Keripik Bu Mini","Keripik Usus","29.5","124","3","2011","","","","","",""
"Dagang Ayam Potong","Ayam Potong","43","570","1","2011","","","","","",""
"Kamila Asia Permata","Jualan Asesoris Permata","254.5","399","1","2011","","","","","",""
"Warung Sus","Dagang","141","81","1","2012","","","","","",""
"Warung Mul","Dagang","140.7","173.4","2","2012","","","","","",""
"Warung Chelsea","Dagang Sembako","50.5","252","2","2012","","","","","",""
"Warung Azet","Dagang Sembako","26","222","2","2012","","","","","",""
"Warung Tiara","Pedagang Telur","54.25","189","2","2012","","","","","",""
"Warung Sembako Rukiah","Warung Sembako","91","394","2","2012","","","","","",""
"Warung Ani","Dagang Sembako","45.9","425","2","2012","","","","","",""
"Toko Beras Berkat","Dagang Beras","423.5","3,200","3","2012","","","","","",""
"Cipta Kreasi Perdana/ Suplier Batu Alam","Perdagangan Dan Jasa Batu Alam","50","132","4","2012","","","","","",""
"Warung IIN","Warung Sembako","48.7","280","1","2012","","","","","",""
"Toko Afifa","Dagang Kelontong","81","348","2","2012","","","","","",""
"KIOS IBU MULIATI","SEMBAKO","95.5","535","4","2012","","","","","",""
"KIOS IBU FATMAWATI","SEMBAKO","299","1,200","1","2012","","","","","",""
"Riani Taylor","Dagang mie ayam bakso","4.4","93","6","2008","","","","","",""
"Abadi Jaya","Dagang makanan dan minuman","202","20","2","2008","","","","","",""
"Rahangalan Nursery","Dagang pelumas dan jasa bengkel cuci mobil","11,013","340","6","2008","","","","","",""
"Dagang Sayur Keliling","Sayur Mayur","17","144","1","2011","","","","","",""
"Zahra","Dagang Kelontong","105.5","204","2","2008","","","","","",""
"Kedai Imut","Dagang Kelontong","101.9","388","2","2008","","","","","",""
"Cucian Anton/Vizta","Cucian Motor","9.5","105","1","2009","","","","","",""
"Hermin Pulsa","Dagang Kelontong","868.2","270","2","2008","","","","","",""
"CITRA POSEL","PULSA,CHASING HP","653.05","96","1","2011","","","","","",""
"Martabak Bangka Kampiun","Pembatan Martabak Manis","10","121","4","2011","","","","","",""
"AYU FASHION","DAGANG PAKAIAN JADI","6,190.37","17,250","10","2011","","","","","",""
"Barokah Cellular","Penjualan Pulsa","48.9","75","2","2011","","","","","",""
"RM. Padang Pariaman","Rumah Makan Padang","108.6","222","2","2011","","","","","",""
"Toko Rita","Penjualan Kebutuhan Rumah Tangga","168","198","2","2011","","","","","",""
"Toko Ikbal","Toko Serba Ada","119","40","0","2011","","","","","",""
"Conter Hp Ria","Pulsa Dan Accoris Hp","14","24","1","2011","","","","","",""
"Mamfaat Utama","Toko Aneka Makanan","111","25","0","2011","","","","","",""
"KIOS ASANTER","KIOS SEMBAKO","458","108","2","2012","","","","","",""
"KIOS 2 PUTRI","KIOS SEMBAKO","271","150","1","2012","","","","","",""
"BENGKEL RAF","BENGKEL","386","114","1","2012","","","","","",""
"KIOS RIDWAN","KIOS SEMBAKO","98","156","1","2012","","","","","",""
"CELL 2 PUTRI","PRODUK CELLULAR","266","160","1","2012","","","","","",""
"CAHAYA WAJO","TOKO SEMBAKO","2,019","680","4","2012","","","","","",""
"Toko Pakaian","Pakaian","39.5","72","2","2009","","","","","",""
"Warung Mediar","Sayuran","43.05","180","1","2009","","","","","",""
"Warung Nabila","Warung Sembako","34.5","24","1","2009","","","","","",""
"Celebes Aquarium","Dagang Ikan Hias","345","285","6","2008","","","","","",""
"UD Al Amin","Dagang Telur","239","2,605","2","2008","","","","","",""
"Foto Copy Kembar","Dagang ATK","24","73","2","2008","","","","","",""
"UD. Rahma","Dagang Pakaian","189","650","5","2008","","","","","",""
"Usaha Jaya Card","Dagang Souvenir","656","1,500","16","2008","","","","","",""
"Surya Sakti Motor","Dagang Spare Parts","111","240","6","2008","","","","","",""
"UD. Rezky","Dagang Pot","19.19","172","3","2008","","","","","",""
"TERUS MAJU","DAGANG","50.42","43.2","2","2010","","","","","",""
"Toko Ramadhan","Dagang Pakaian","418","144","1","2009","","","","","",""
"Depot Air Minum Saigon","Depot Air Minum","72","60","1","2009","","","","","",""
"Bengkel Anugrah","Bengkel Mobil","19","72","4","2009","","","","","",""
"Toko Lutfi","Dagang Alat Tulis Kantor","70","12","4","2008","","","","","",""
"Toko Bangunan Yanti","Dagang Bahan Bangunan","35","12","3","2008","","","","","",""
